location_id,address_1,address_2,city,state,zip,county,location_source_value,country_concept_id,country_source_value,latitude,longitude
185234939,461 WALNUT AVE,,JAMAICA PLAIN,MA,21302,,Provider: 461 WALNUT AVE,,,42.3115876,-71.09800136347226
398141936,19 TACOMA ST,,WORCESTER,MA,16053,,Provider: 19 TACOMA ST,,,42.30230485,-71.76614692511056
428440919,66 WASHINGTON ST,,STOUGHTON,MA,20722,,Provider: 66 WASHINGTON ST,,,42.14415820061801,-71.10378319512402
523616159,60 HOSPITAL RD,,LEOMINSTER,MA,14533,,Provider: 60 HOSPITAL RD,,,42.54031915,-71.76312990486304
936908001,363 HIGHLAND AVE,,FALL RIVER,MA,27205,,Provider: 363 HIGHLAND AVE,,,41.7093779,-71.1460783680883
659904915,331 E FALMOUTH HWY,,E FALMOUTH,MA,25366,,Provider: 331 E FALMOUTH HWY,,,41.57853245,-70.5617374807812
173126981,280 WASHINGTON ST STE 204,,BROOKLINE,MA,24451,,Provider: 280 WASHINGTON ST STE 204,,,42.33302785,-71.1193506756953
141940369,11 TREMONT ST,,KINGSTON,MA,23641,,Provider: 11 TREMONT ST,,,42.00823215,-70.72984043580247
706175375,178 N MAIN ST,,SHARON,MA,20671,,Provider: 178 N MAIN ST,,,42.13301625,-71.17263163492832
375440348,3 WASHINGTON ST STE 220,,NORTH EASTON,MA,23561,,Provider: 3 WASHINGTON ST STE 220,,,42.0667665,-71.1036592
953712110,11 QUARRY HILL ROAD,,LEE,MA,12389,,Provider: 11 QUARRY HILL ROAD,,,42.2816564,-73.25307843923315
761721100,118 WATERHOUSE RD STE C,,BOURNE,MA,25328,,Provider: 118 WATERHOUSE RD STE C,,,41.7281115,-70.5861571324252
605898372,88 WASHINGTON ST,,TAUNTON,MA,27802,,Provider: 88 WASHINGTON ST,,,41.9062805,-71.09518121351795
823550922,14 MANNING AVENUE,,LEOMINSTER,MA,14535,,Provider: 14 MANNING AVENUE,,,42.5253035,-71.7584413
257564531,20 ELM ST,,PITTSFIELD,MA,12016,,Provider: 20 ELM ST,,,42.4458896,-73.2448206979669
329547380,4 COURTHOUSE LN,,CHELMSFORD,MA,18241,,Provider: 4 COURTHOUSE LN,,,42.62439345,-71.35881000636567
845077666,244 MAIN STREET ANNEX,,WORCESTER,MA,16023,,Provider: 244 MAIN STREET ANNEX,,,42.2625621,-71.8018877
224483990,70 FULTON ST,,BOSTON,MA,21091,,Provider: 70 FULTON ST,,,42.362439499999994,-71.05377386223965
940580602,200 PROVIDENCE HWY,,DEDHAM,MA,20261,,Provider: 200 PROVIDENCE HWY,,,42.22214545274341,-71.18159060546684
317989741,311 STATE STREET,,SPRINGFIELD,MA,11051,,Provider: 311 STATE STREET,,,42.10500795,-72.58124154847081
505433785,300 KENSINGTON AVE,,SPRINGFIELD,MA,11071,,Provider: 300 KENSINGTON AVE,,,42.091896,-72.559437
916457099,70-71 N PARISH RD,,LAWRENCE,MA,01843,,Provider: 70-71 N PARISH RD,,,42.690315,-71.150015
483148829,57 PROSPECT ST,,NANTUCKET,MA,25542,,Provider: 57 PROSPECT ST,,,41.27514065,-70.10108985970798
732713384,194 ROCKDALE AVE,,WEYMOUTH,MA,21882,,Provider: 194 ROCKDALE AVE,,,42.2212188,-70.9391625
399043905,105 ERDMAN WAY,,LEOMINSTER,MA,14531,,Provider: 105 ERDMAN WAY,,,42.54685255,-71.75737313871981
680903598,34 GIFFORD ST,,NEW BEDFORD,MA,27442,,Provider: 34 GIFFORD ST,,,41.6177929,-70.91890087055067
381321704,295 VARNUM AVE,,WESTFORD,MA,18863,,Provider: 295 VARNUM AVE,,,42.5792583,-71.4378411
310061382,505 PARADISE RD,,SALEM,MA,19704,,Provider: 505 PARADISE RD,,,42.485927,-70.900301
534624599,85 HERRICK ST,,BEVERLY,MA,19151,,Provider: 85 HERRICK ST,,,42.56415055,-70.8751357650672
942852847,140 WOOD RD,,WEYMOUTH,MA,21901,,Provider: 140 WOOD RD,,,42.2212188,-70.9391625
467880425,10 CENTENNIAL DR,,PEABODY,MA,19607,,Provider: 10 CENTENNIAL DR,,,42.5261827,-70.9529896
586178452,800 WASHINGTON ST,,NORWOOD,MA,20623,,Provider: 800 WASHINGTON ST,,,42.1886973,-71.2005241
497488150,63 FOUNTAIN ST STE 402,,FRAMINGHAM,MA,17026,,Provider: 63 FOUNTAIN ST STE 402,,,42.27595495,-71.42631150114194
120975356,115 W SILVER ST,,WESTFIELD,MA,10853,,Provider: 115 W SILVER ST,,,42.1178811,-72.75935246865802
158524136,ROUTE 6   P O BOX 1430,,WELLFLEET,MA,26677,,Provider: ROUTE 6   P O BOX 1430,,,41.936423,-70.021074
383973352,42 ASBURY ST,,SOUTH HAMILTON,MA,19821,,Provider: 42 ASBURY ST,,,42.61322825,-70.87300675048934
814937204,480 ROUTE 6A,,EAST SANDWICH,MA,25371,,Provider: 480 ROUTE 6A,,,41.742172,-70.45251
902841938,1601 WASHINGTON STREET,,BOSTON,MA,21181,,Provider: 1601 WASHINGTON STREET,,,42.3381394,-71.0748562
198396892,795 MIDDLE ST,,FALL RIVER,MA,27211,,Provider: 795 MIDDLE ST,,,41.6924092,-71.16345107025307
